_id,isGoodSong,repetitionScore
61469c77d40cbdf2d90bce0b,1,0.504834643
61469c77d40cbdf2d90bce0c,1,0.506725142
61469c77d40cbdf2d90bce0d,1,0.486419967
61469c77d40cbdf2d90bce0e,1,0.541022813
61469c77d40cbdf2d90bce0f,1,0.47213245
61469c77d40cbdf2d90bce10,1,0.470397957
61469c77d40cbdf2d90bce11,1,0.473105769
61469c78d40cbdf2d90bce12,1,0.525269831
61469c78d40cbdf2d90bce13,1,0.5186266
61469c78d40cbdf2d90bce14,1,0.539938357
61469c78d40cbdf2d90bce15,1,0.457526485
61469c78d40cbdf2d90bce16,1,0.481391394
61469c78d40cbdf2d90bce17,1,0.270310072
61469c78d40cbdf2d90bce18,1,0.510259444
61469c78d40cbdf2d90bce19,1,0.462259675
61469c78d40cbdf2d90bce1a,1,0.491145826
61469c78d40cbdf2d90bce1b,1,0.514147003
61469c78d40cbdf2d90bce1c,1,0.474172186
61469c78d40cbdf2d90bce1d,1,0.514031424
61469c78d40cbdf2d90bce1e,1,0.430019235
61469c78d40cbdf2d90bce1f,1,0.507642134
61469c78d40cbdf2d90bce20,1,0.519097775
61469c78d40cbdf2d90bce21,1,0.504129807
61469c78d40cbdf2d90bce22,1,0.446981014
61469c79d40cbdf2d90bce23,1,0.513703883
61469c79d40cbdf2d90bce24,1,0.47232807
61469c79d40cbdf2d90bce25,1,0.465687819
61469c79d40cbdf2d90bce26,1,0.496858849
61469c79d40cbdf2d90bce27,1,0.496996695
61469c79d40cbdf2d90bce28,1,0.385191853
61469c79d40cbdf2d90bce29,1,0.465876886
61469c79d40cbdf2d90bce2a,1,0.493283726
61469c79d40cbdf2d90bce2b,1,0.493751379
61469c79d40cbdf2d90bce2c,1,0.45862424
61469c79d40cbdf2d90bce2d,1,0.525210533
61469c79d40cbdf2d90bce2e,1,0.565932679
61469c79d40cbdf2d90bce2f,1,0.466469535
61469c79d40cbdf2d90bce30,1,0.510734981
61469c79d40cbdf2d90bce31,1,0.495725411
61469c79d40cbdf2d90bce32,1,0.50223955
61469c79d40cbdf2d90bce33,1,0.479018875
61469c79d40cbdf2d90bce34,1,0.460682219
61469c79d40cbdf2d90bce35,1,0.480924079
61469c79d40cbdf2d90bce36,1,0.460787906
61469c7ad40cbdf2d90bce37,1,0.515225855
61469c7ad40cbdf2d90bce38,1,0.500899934
61469c7ad40cbdf2d90bce39,1,0.468015218
61469c7ad40cbdf2d90bce3a,1,0.476438252
61469c7ad40cbdf2d90bce3b,1,0.463096944
61469c7ad40cbdf2d90bce3c,1,0.520819287
61469c7ad40cbdf2d90bce3d,1,0.539570693
61469c7ad40cbdf2d90bce3e,1,0.513703883
61469c7ad40cbdf2d90bce3f,1,0.513269718
61469c7bd40cbdf2d90bce40,1,0.483317787
61469c7bd40cbdf2d90bce41,1,0.531241493
61469c7bd40cbdf2d90bce42,1,0.490681385
61469c7bd40cbdf2d90bce43,1,0.481824403
61469c7bd40cbdf2d90bce44,1,0.49343584
61469c7bd40cbdf2d90bce45,1,0.470137298
61469c7bd40cbdf2d90bce46,1,0.510245512
61469c7bd40cbdf2d90bce47,1,0.527419677
61469c7bd40cbdf2d90bce48,1,0.486964052
61469c7bd40cbdf2d90bce49,1,0.46339625
61469c7bd40cbdf2d90bce4a,1,0.522438126
61469c7bd40cbdf2d90bce4b,1,0.515019317
61469c7bd40cbdf2d90bce4c,1,0.508029043
61469c7bd40cbdf2d90bce4d,1,0.415643617
61469c7bd40cbdf2d90bce4e,1,0.500694301
61469c7bd40cbdf2d90bce4f,1,0.489224881
61469c7bd40cbdf2d90bce50,1,0.469290946
61469c7bd40cbdf2d90bce51,1,0.478674578
61469c7bd40cbdf2d90bce52,1,0.557149247
61469c7bd40cbdf2d90bce53,1,0.478925243
61469c7bd40cbdf2d90bce54,1,0.47590009
61469c7cd40cbdf2d90bce55,1,0.450832466
61469c7cd40cbdf2d90bce56,1,0.499719652
61469c7cd40cbdf2d90bce57,1,0.483898275
61469c7cd40cbdf2d90bce58,1,0.516384597
61469c7cd40cbdf2d90bce59,1,0.437062773
61469c7cd40cbdf2d90bce5a,1,0.507886041
61469c7cd40cbdf2d90bce5b,1,0.408540788
61469c7cd40cbdf2d90bce5c,1,0.487664059
61469c7cd40cbdf2d90bce5d,1,0.495020273
61469c7cd40cbdf2d90bce5e,1,0.484502665
61469c7cd40cbdf2d90bce5f,1,0.48171807
61469c7cd40cbdf2d90bce60,1,0.496518597
61469c7cd40cbdf2d90bce61,1,0.468262349
61469c7cd40cbdf2d90bce62,1,0.436204006
61469c7cd40cbdf2d90bce63,1,0.53720741
61469c7cd40cbdf2d90bce64,1,0.488425456
61469c7cd40cbdf2d90bce65,1,0.509288336
61469c7cd40cbdf2d90bce66,1,0.471303809
61469c7cd40cbdf2d90bce67,1,0.502809429
61469c7cd40cbdf2d90bce68,1,0.501689462
61469c7cd40cbdf2d90bce69,1,0.422593801
61469c7cd40cbdf2d90bce6a,1,0.507587241
61469c7dd40cbdf2d90bce6b,1,0.463180782
61469c7dd40cbdf2d90bce6c,1,0.509018318
61469c7dd40cbdf2d90bce6d,1,0.461083457
61469c7dd40cbdf2d90bce6e,1,0.482474002
61469c7dd40cbdf2d90bce6f,1,0.499273118
61469c7dd40cbdf2d90bce70,1,0.434167241
61469c7dd40cbdf2d90bce71,1,0.441877908
61469c7dd40cbdf2d90bce72,1,0.517185364
61469c7dd40cbdf2d90bce73,1,0.501919066
61469c7dd40cbdf2d90bce74,1,0.459631932
61469c7dd40cbdf2d90bce75,1,0.503516379
61469c7dd40cbdf2d90bce76,1,0.477444015
61469c7dd40cbdf2d90bce77,1,0.4967933
61469c7dd40cbdf2d90bce78,1,0.469947618
61469c7dd40cbdf2d90bce79,1,0.505058314
61469c7dd40cbdf2d90bce7a,1,0.509519764
61469c7dd40cbdf2d90bce7b,1,0.5222755
61469c7dd40cbdf2d90bce7c,1,0.501091125
61469c7dd40cbdf2d90bce7d,1,0.47104872
61469c7dd40cbdf2d90bce7e,1,0.476576427
61469c7dd40cbdf2d90bce7f,1,0.516645735
61469c7dd40cbdf2d90bce80,1,0.444750567
61469c7dd40cbdf2d90bce81,1,0.50398613
61469c7ed40cbdf2d90bce82,1,0.529242825
61469c7ed40cbdf2d90bce83,1,0.474121744
61469c7ed40cbdf2d90bce84,1,0.482327887
61469c7ed40cbdf2d90bce85,1,0.443508261
61469c7ed40cbdf2d90bce86,1,0.62943838
61469c7ed40cbdf2d90bce87,1,0.474569
61469c7ed40cbdf2d90bce88,1,0.437264322
61469c7ed40cbdf2d90bce89,1,0.499388485
61469c7ed40cbdf2d90bce8a,1,0.577630013
61469c7ed40cbdf2d90bce8b,1,0.495158229
61469c7ed40cbdf2d90bce8c,1,0.479483368
61469c7ed40cbdf2d90bce8d,1,0.472263115
61469c7ed40cbdf2d90bce8e,1,0.499630072
61469c7ed40cbdf2d90bce8f,1,0.493589263
61469c7ed40cbdf2d90bce90,1,0.492910622
61469c7ed40cbdf2d90bce91,1,0.507695266
61469c7ed40cbdf2d90bce92,1,0.52457784
61469c7ed40cbdf2d90bce93,1,0.456435471
61469c7ed40cbdf2d90bce94,1,0.529918883
61469c7fd40cbdf2d90bce95,1,0.472477609
61469c7fd40cbdf2d90bce96,1,0.493273431
61469c7fd40cbdf2d90bce97,1,0.521492886
61469c81d40cbdf2d90bce98,1,0.470590395
61469c81d40cbdf2d90bce99,1,0.488384333
61469c81d40cbdf2d90bce9a,1,0.455733599
61469c81d40cbdf2d90bce9b,1,0.51276373
61469c81d40cbdf2d90bce9c,1,0.480972354
61469c81d40cbdf2d90bce9d,1,0.456628228
61469c81d40cbdf2d90bce9e,1,0.528162594
61469c81d40cbdf2d90bce9f,1,0.504807576
61469c81d40cbdf2d90bcea0,1,0.472550935
61469c81d40cbdf2d90bcea1,1,0.472241975
61469c81d40cbdf2d90bcea2,1,0.460050104
61469c81d40cbdf2d90bcea3,1,0.577196414
61469c81d40cbdf2d90bcea4,1,0.46703373
61469c81d40cbdf2d90bcea5,1,0.505403138
61469c81d40cbdf2d90bcea6,1,0.516342047
61469c81d40cbdf2d90bcea7,1,0.449777527
61469c81d40cbdf2d90bcea8,1,0.476529545
61469c81d40cbdf2d90bcea9,1,0.467022484
61469c81d40cbdf2d90bceaa,1,0.45825129
61469c81d40cbdf2d90bceab,1,0.446090677
61469c82d40cbdf2d90bceac,1,0.513703883
61469c82d40cbdf2d90bcead,1,0.594173493
61469c82d40cbdf2d90bceae,1,0.495166673
61469c82d40cbdf2d90bceaf,1,0.488205804
61469c82d40cbdf2d90bceb0,1,0.496841792
61469c82d40cbdf2d90bceb1,1,0.543524402
61469c82d40cbdf2d90bceb2,1,0.475122044
61469c82d40cbdf2d90bceb3,1,0.482737492
61469c82d40cbdf2d90bceb4,1,0.505934408
61469c82d40cbdf2d90bceb5,1,0.486173129
61469c82d40cbdf2d90bceb6,1,0.568843122
61469c82d40cbdf2d90bceb7,1,0.455030558
61469c82d40cbdf2d90bceb8,1,0.484673483
61469c83d40cbdf2d90bceb9,1,0.479751793
61469c83d40cbdf2d90bceba,1,0.506422581
61469c83d40cbdf2d90bcebb,1,0.543894997
61469c83d40cbdf2d90bcebc,1,0.507985984
61469c83d40cbdf2d90bcebd,1,0.443015769
61469c83d40cbdf2d90bcebe,1,0.479440388
61469c83d40cbdf2d90bcebf,1,0.526808556
61469c83d40cbdf2d90bcec0,1,0.482972986
61469c83d40cbdf2d90bcec1,1,0.546197387
61469c83d40cbdf2d90bcec2,1,0.544338209
61469c83d40cbdf2d90bcec3,1,0.503149775
61469c83d40cbdf2d90bcec4,1,0.443926933
61469c83d40cbdf2d90bcec5,1,0.470503383
61469c83d40cbdf2d90bcec6,1,0.51554898
61469c83d40cbdf2d90bcec7,1,0.513609938
61469c83d40cbdf2d90bcec8,1,0.545398393
61469c83d40cbdf2d90bcec9,1,0.531750966
61469c83d40cbdf2d90bceca,1,0.498704821
61469c83d40cbdf2d90bcecb,1,0.304098831
61469c84d40cbdf2d90bcecc,1,0.56924894
61469c84d40cbdf2d90bcecd,1,0.474240649
61469c84d40cbdf2d90bcece,1,0.478520704
61469c84d40cbdf2d90bcecf,1,0.477383692
61469c84d40cbdf2d90bced0,1,0.57945661
61469c84d40cbdf2d90bced1,1,0.492220939
61469c84d40cbdf2d90bced2,1,0.501056188
61469c84d40cbdf2d90bced3,1,0.515937835
61469c84d40cbdf2d90bced4,1,0.539269188
61469c84d40cbdf2d90bced5,1,0.541094092
61469c84d40cbdf2d90bced6,1,0.470955238
61469c84d40cbdf2d90bced7,1,0.523222695
61469c84d40cbdf2d90bced8,1,0.494404441
61469c84d40cbdf2d90bced9,1,0.448425182
61469c84d40cbdf2d90bceda,1,0.499022627
61469c85d40cbdf2d90bcedb,1,0.480725703
61469c85d40cbdf2d90bcedc,1,0.534991965
61469c85d40cbdf2d90bcedd,1,0.51985933
61469c85d40cbdf2d90bcede,1,0.514290941
61469c85d40cbdf2d90bcedf,1,0.448268524
61469c85d40cbdf2d90bcee0,1,0.516030112
61469c85d40cbdf2d90bcee1,1,0.202732554
61469c85d40cbdf2d90bcee2,1,0.482703762
61469c85d40cbdf2d90bcee3,1,0.451110266
61469c85d40cbdf2d90bcee4,1,0.472286674
61469c85d40cbdf2d90bcee5,1,0.492776457
61469c85d40cbdf2d90bcee6,1,0.486007624
61469c85d40cbdf2d90bcee7,1,0.49545292
61469c85d40cbdf2d90bcee8,1,0.454992866
61469c85d40cbdf2d90bcee9,1,0.54435457
61469c85d40cbdf2d90bceea,1,0.475381736
61469c85d40cbdf2d90bceeb,1,0.482719149
61469c85d40cbdf2d90bceec,1,0.522509456
61469c85d40cbdf2d90bceed,1,0.60755099
61469c85d40cbdf2d90bceee,1,0.460089389
61469c85d40cbdf2d90bceef,1,0.503191778
61469c85d40cbdf2d90bcef0,1,0.499434259
61469c85d40cbdf2d90bcef1,1,0.439601232
61469c85d40cbdf2d90bcef2,1,0.487855575
61469c86d40cbdf2d90bcef3,1,0.540093605
61469c86d40cbdf2d90bcef4,1,0.460405335
61469c86d40cbdf2d90bcef5,1,0.501726315
61469c86d40cbdf2d90bcef6,1,0.512889373
61469c86d40cbdf2d90bcef7,1,0.501102703
61469c86d40cbdf2d90bcef8,1,0.570215527
61469c86d40cbdf2d90bcef9,1,0.500704885
61469c86d40cbdf2d90bcefa,1,0.530674281
61469c86d40cbdf2d90bcefb,1,0.552751627
61469c86d40cbdf2d90bcefc,1,0.494526707
61469c86d40cbdf2d90bcefd,1,0.479203423
61469c86d40cbdf2d90bcefe,1,0.466648015
61469c86d40cbdf2d90bceff,1,0.497308169
61469c86d40cbdf2d90bcf00,1,0.528575866
61469c86d40cbdf2d90bcf01,1,0.469901335
61469c86d40cbdf2d90bcf02,1,0.500677077
61469c86d40cbdf2d90bcf03,1,0.550163521
61469c86d40cbdf2d90bcf04,1,0.501628885
61469c86d40cbdf2d90bcf05,1,0.491427344
61469c87d40cbdf2d90bcf06,1,0.472477609
61469c87d40cbdf2d90bcf07,1,0.472070449
61469c87d40cbdf2d90bcf08,1,0.579498751
61469c87d40cbdf2d90bcf09,1,0.517076079
61469c87d40cbdf2d90bcf0a,1,0.451492846
61469c87d40cbdf2d90bcf0b,1,0.510285213
61469c87d40cbdf2d90bcf0c,1,0.496500064
61469c87d40cbdf2d90bcf0d,1,0.517871022
61469c87d40cbdf2d90bcf0e,1,0.555953166
61469c87d40cbdf2d90bcf0f,1,0.468477976
61469c87d40cbdf2d90bcf10,1,0.466937794
61469c87d40cbdf2d90bcf11,1,0.480653996
61469c88d40cbdf2d90bcf12,1,0.486364962
61469c88d40cbdf2d90bcf13,1,0.477833502
61469c88d40cbdf2d90bcf14,1,0.460668924
61469c88d40cbdf2d90bcf15,1,0.524116078
61469c88d40cbdf2d90bcf16,1,0.465799237
61469c88d40cbdf2d90bcf17,1,0.517678285
61469c88d40cbdf2d90bcf18,1,0.513189824
61469c88d40cbdf2d90bcf19,1,0.512869395
61469c88d40cbdf2d90bcf1a,1,0.526603203
61469c88d40cbdf2d90bcf1b,1,0.500704885
61469c88d40cbdf2d90bcf1c,1,0.520542648
61469c88d40cbdf2d90bcf1d,1,0.491384589
61469c88d40cbdf2d90bcf1e,1,0.478460177
61469c88d40cbdf2d90bcf1f,1,0.473751136
61469c88d40cbdf2d90bcf20,1,0.469858314
61469c88d40cbdf2d90bcf21,1,0.479407845
61469c88d40cbdf2d90bcf22,1,0.461828015
61469c88d40cbdf2d90bcf23,1,0.484247847
61469c88d40cbdf2d90bcf24,1,0.514927525
61469c88d40cbdf2d90bcf25,1,0.461062592
61469c88d40cbdf2d90bcf26,1,0.46119165
61469c89d40cbdf2d90bcf27,1,0.459234682
61469c89d40cbdf2d90bcf28,1,0.443278464
61469c89d40cbdf2d90bcf29,1,0.481478296
61469c89d40cbdf2d90bcf2a,1,0.521442186
61469c89d40cbdf2d90bcf2b,1,0.470611515
61469c89d40cbdf2d90bcf2c,1,0.470518491
61469c89d40cbdf2d90bcf2d,1,0.434407989
61469c89d40cbdf2d90bcf2e,1,0.468350039
61469c89d40cbdf2d90bcf2f,1,0.48689801
61469c89d40cbdf2d90bcf30,1,0.529115337
61469c89d40cbdf2d90bcf31,1,0.552085081
61469c89d40cbdf2d90bcf32,1,0.478641514
61469c89d40cbdf2d90bcf33,1,0.442451911
61469c89d40cbdf2d90bcf34,1,0.515149664
61469c89d40cbdf2d90bcf35,1,0.490615645
61469c89d40cbdf2d90bcf36,1,0.485650493
61469c89d40cbdf2d90bcf37,1,0.479630623
61469c89d40cbdf2d90bcf38,1,0.495916683
61469c89d40cbdf2d90bcf39,1,0.515393708
61469c89d40cbdf2d90bcf3a,1,0.537909909
61469c89d40cbdf2d90bcf3b,1,0.496416115
61469c89d40cbdf2d90bcf3c,1,0.400679796
61469c89d40cbdf2d90bcf3d,1,0.444153188
61469c89d40cbdf2d90bcf3e,1,0.500374457
61469c8ad40cbdf2d90bcf3f,1,0.493510261
61469c8ad40cbdf2d90bcf40,1,0.547306216
61469c8ad40cbdf2d90bcf41,1,0.508374239
61469c8ad40cbdf2d90bcf42,1,0.470779689
61469c8ad40cbdf2d90bcf43,1,0.524115265
61469c8ad40cbdf2d90bcf44,1,0.521493003
61469c8ad40cbdf2d90bcf45,1,0.453435901
61469c8ad40cbdf2d90bcf46,1,0.520930909
61469c8ad40cbdf2d90bcf47,1,0.47881368
61469c8ad40cbdf2d90bcf48,1,0.476250541
61469c8ad40cbdf2d90bcf49,1,0.495302607
61469c8ad40cbdf2d90bcf4a,1,0.507332622
61469c8ad40cbdf2d90bcf4b,1,0.49342219
61469c8ad40cbdf2d90bcf4c,1,0.457246576
61469c8ad40cbdf2d90bcf4d,1,0.448534476
61469c8ad40cbdf2d90bcf4e,1,0.482551745
61469c8ad40cbdf2d90bcf4f,1,0.498555264
61469c8ad40cbdf2d90bcf50,1,0.618612597
61469c8ad40cbdf2d90bcf51,1,0.494974545
61469c8ad40cbdf2d90bcf52,1,0.482702999
61469c8ad40cbdf2d90bcf53,1,0.487611224
61469c8ad40cbdf2d90bcf54,1,0.488106296
61469c8ad40cbdf2d90bcf55,1,0.504945074
61469c8bd40cbdf2d90bcf56,1,0.439570815
61469c8bd40cbdf2d90bcf57,1,0.525751107
61469c8bd40cbdf2d90bcf58,1,0.485283152
61469c8bd40cbdf2d90bcf59,1,0.481542088
61469c8bd40cbdf2d90bcf5a,1,0.452846521
61469c8bd40cbdf2d90bcf5b,1,0.501972237
61469c8bd40cbdf2d90bcf5c,1,0.441386664
61469c8bd40cbdf2d90bcf5d,1,0.46879236
61469c8bd40cbdf2d90bcf5e,1,0.517134738
61469c8bd40cbdf2d90bcf5f,1,0.501592777
61469c8bd40cbdf2d90bcf60,1,0.47354981
61469c8bd40cbdf2d90bcf61,1,0.49226015
61469c8bd40cbdf2d90bcf62,1,0.541144143
61469c8bd40cbdf2d90bcf63,1,0.493129418
61469c8bd40cbdf2d90bcf64,1,0.503831467
61469c8bd40cbdf2d90bcf65,1,0.456848207
61469c8bd40cbdf2d90bcf66,1,0.520790807
61469c8bd40cbdf2d90bcf67,1,0.601918235
61469c8bd40cbdf2d90bcf68,1,0.529078634
61469c8bd40cbdf2d90bcf69,1,0.525964259
61469c8bd40cbdf2d90bcf6a,1,0.490938129
61469c8cd40cbdf2d90bcf6b,1,0.472477609
61469c8cd40cbdf2d90bcf6c,1,0.542070371
61469c8cd40cbdf2d90bcf6d,1,0.479986746
61469c8cd40cbdf2d90bcf6e,1,0.452447143
61469c8cd40cbdf2d90bcf6f,1,0.46036641
61469c8cd40cbdf2d90bcf70,1,0.446980378
61469c8cd40cbdf2d90bcf71,1,0.497264274
61469c8cd40cbdf2d90bcf72,1,0.492195865
61469c8cd40cbdf2d90bcf73,1,0.468024311
61469c8cd40cbdf2d90bcf74,1,0.492470515
61469c8cd40cbdf2d90bcf75,1,0.448667736
61469c8dd40cbdf2d90bcf76,1,0.489545746
61469c8dd40cbdf2d90bcf77,1,0.51370267
61469c8dd40cbdf2d90bcf78,1,0.448791364
61469c8dd40cbdf2d90bcf79,1,0.516353331
61469c8dd40cbdf2d90bcf7a,1,0.521883181
61469c8dd40cbdf2d90bcf7b,1,0.483783658
61469c8dd40cbdf2d90bcf7c,1,0.467364445
61469c8dd40cbdf2d90bcf7d,1,0.42717267
61469c8dd40cbdf2d90bcf7e,1,0.490513936
61469c8dd40cbdf2d90bcf7f,1,0.475424322
61469c8dd40cbdf2d90bcf80,1,0.536297819
61469c8dd40cbdf2d90bcf81,1,0.508375439
61469c8dd40cbdf2d90bcf82,1,0.528444096
61469c8dd40cbdf2d90bcf83,1,0.494800335
61469c8dd40cbdf2d90bcf84,1,0.545956267
61469c8dd40cbdf2d90bcf85,1,0.536437308
61469c8dd40cbdf2d90bcf86,1,0.477709188
61469c8dd40cbdf2d90bcf87,1,0.497056556
61469c8dd40cbdf2d90bcf88,1,0.530245236
61469c8dd40cbdf2d90bcf89,1,0.466715752
61469c8dd40cbdf2d90bcf8a,1,0.48862521
61469c8ed40cbdf2d90bcf8b,1,0.452194726
61469c8ed40cbdf2d90bcf8c,1,0.518105702
61469c8ed40cbdf2d90bcf8d,1,0.459522056
61469c8ed40cbdf2d90bcf8e,1,0.504118966
61469c8ed40cbdf2d90bcf8f,1,0.480808485
61469c8ed40cbdf2d90bcf90,1,0.43074324
61469c8ed40cbdf2d90bcf91,1,0.521242922
61469c8ed40cbdf2d90bcf92,1,0.467251209
61469c8ed40cbdf2d90bcf93,1,0.451342985
61469c8ed40cbdf2d90bcf94,1,0.481076378
61469c8ed40cbdf2d90bcf95,1,0.499045253
61469c8ed40cbdf2d90bcf96,1,0.486947899
61469c8ed40cbdf2d90bcf97,1,0.448073481
61469c8ed40cbdf2d90bcf98,1,0.497671222
61469c8ed40cbdf2d90bcf99,1,0.451241535
61469c8ed40cbdf2d90bcf9a,1,0.500150775
61469c8ed40cbdf2d90bcf9b,1,0.495221353
61469c8ed40cbdf2d90bcf9c,1,0.470268553
61469c8fd40cbdf2d90bcf9d,1,0.513703883
61469c8fd40cbdf2d90bcf9e,1,0.483928964
61469c8fd40cbdf2d90bcf9f,1,0.437247883
61469c8fd40cbdf2d90bcfa0,1,0.513719943
61469c8fd40cbdf2d90bcfa1,1,0.562737054
61469c8fd40cbdf2d90bcfa2,1,0.518066618
61469c8fd40cbdf2d90bcfa3,1,0.450097162
61469c8fd40cbdf2d90bcfa4,1,0.439443487
61469c8fd40cbdf2d90bcfa5,1,0.540985487
61469c8fd40cbdf2d90bcfa6,1,0.588876136
61469c8fd40cbdf2d90bcfa7,1,0.459743923
61469c8fd40cbdf2d90bcfa8,1,0.47225144
61469c8fd40cbdf2d90bcfa9,1,0.454922323
61469c8fd40cbdf2d90bcfaa,1,0.470794685
61469c8fd40cbdf2d90bcfab,1,0.427157662
61469c8fd40cbdf2d90bcfac,1,0.510259444
61469c8fd40cbdf2d90bcfad,1,0.408540788
61469c8fd40cbdf2d90bcfae,1,0.419614828
61469c8fd40cbdf2d90bcfaf,1,0.438359037
61469c8fd40cbdf2d90bcfb0,1,0.483484452
61469c8fd40cbdf2d90bcfb1,1,0.612477702
61469c8fd40cbdf2d90bcfb2,1,0.469581926
61469c8fd40cbdf2d90bcfb3,1,0.439723866
61469c8fd40cbdf2d90bcfb4,1,0.407817099
61469c8fd40cbdf2d90bcfb5,1,0.479902552
61469c8fd40cbdf2d90bcfb6,1,0.511205417
61469c8fd40cbdf2d90bcfb7,1,0.61556951
61469c90d40cbdf2d90bcfb8,1,0.550485991
61469c90d40cbdf2d90bcfb9,1,0.54566747
61469c90d40cbdf2d90bcfba,1,0.539210921
61469c90d40cbdf2d90bcfbb,1,0.479620262
61469c90d40cbdf2d90bcfbc,1,0.452057963
61469c90d40cbdf2d90bcfbd,1,0.469753992
61469c90d40cbdf2d90bcfbe,1,0.532095253
61469c90d40cbdf2d90bcfbf,1,0.473330367
61469c90d40cbdf2d90bcfc0,1,0.510808967
61469c90d40cbdf2d90bcfc1,1,0.57054764
61469c90d40cbdf2d90bcfc2,1,0.461510156
